Disease,Protein
D155600,P16220
D155600,Q96AP0
D155600,Q02750
D155600,Q01831
D155600,P01111
D155600,P21554
D155600,P18074
D155600,O00743
D155600,P15056
D155600,P01112
D155600,Q9NYB0
D155600,Q9Y4A5
D155600,P63000
D155600,P07949
D155600,Q92466
D155600,P60484
D155600,Q92560
D155600,P24385
D155600,P10721
D155601,Q92889
D155601,Q9UM73
D155601,P21359
D155601,O75030
D155601,Q15831
D155601,Q15303
D155601,Q8N3U4
D155601,Q13948
D155601,P50148
D155601,P04637
D155601,P29992
D155601,P19447
D155601,P23025
D155601,P04049
D155601,P35222
D155601,P16234
D155601,P11802
D155601,Q6NYC1
D155601,P28715
D155601,P42336
D155601,P31749
D155601,Q8N726
D155601,Q13153
D155601,P36507
D155601,P16220
D155601,Q02750
D155601,Q01831
D155601,P01111
D155601,P21554
D155601,P18074
D155601,O00743
D155601,P15056
D155601,P01112
D155601,Q9Y4A5
D155601,P63000
D155601,P07949
D155601,Q92466
D155601,P60484
D155601,Q92560
D155601,P24385
D155601,P10721
D156000,Q96C01
D156000,Q9Y4J8
D156000,P05771
D156190,P10827
D157300,Q07954
D157300,Q14814
D157300,O75129
D157300,P02462
D157300,P37173
D157300,P25101
D157300,Q9UN88
D157300,P50993
D157300,P06881
D157300,Q7Z2W7
D157300,Q9HAZ2
D157300,P20366
D157300,P28223
D157300,Q9C0D0
D157300,P03372
D157300,Q5TD97
D157300,P01375
D157300,Q9HAC7
D157300,Q9UM47
D157700,Q9NS15
D157700,P23975
D157700,Q96JQ0
D157700,Q9NZU5
D157950,P05305
D160300,P34969
D160300,P01584
D160300,Q8WU10
D160300,P11217
D160300,P02768
D160300,P23786
D160300,Q13702
D160300,Q8WZ42
D160300,P09919
D160300,P02462
D160300,Q96KG7
D160300,Q9P2K8
D160300,P23109
D160300,P07858
D160300,O95264
D160300,P01137
D160300,P05089
D160300,Q9BPX6
D160300,P21397
D160300,P05413
D160300,P04035
D160300,Q07869
D160300,Q9Y6L6
D160300,P49773
D160300,Q13485
D160300,Q06210
D160300,P48788
D160300,A4D126
D160300,P01308
D160750,P18510
D160750,P26639
D161900,P04040
D161900,Q96PU5
D161900,P04798
D161900,P78380
D161900,Q15831
D161900,P33527
D161900,Q9BYF1
D161900,P08473
D161900,Q16853
D161900,O95747
D161900,P22466
D161900,P01042
D161900,P29972
D161900,P23946
D161900,P01019
D161900,P35354
D161900,P05305
D161900,Q9Y5N1
D161900,Q9NPH5
D161900,P07359
D161900,O60663
D161900,P06881
D161900,P35579
D161900,P01270
D161900,P48357
D161900,Q13324
D161900,Q13586
D161900,Q04206
D161900,P40925
D161900,Q9Y287
D161900,P23443
D161900,P14598
D161900,P08913
D161900,P46695
D161900,Q9UEW8
D161900,Q07869
D161900,O00244
D161900,P30556
D161900,P09211
D161900,Q15848
D161900,P01375
D161900,O15539
D161900,P13716
D161900,P05412
D161900,P35611
D161900,P08253
D161900,Q02108
D161900,Q99836
D161900,Q9UKW4
D161900,Q13936
D161900,P16860
D161900,Q9H4A3
D161900,P08588
D161900,O15357
D161900,P03951
D161900,Q96D31
D161900,P14138
D161900,P02649
D161900,P05231
D161900,P02768
D161900,Q27J81
D161900,P07911
D161900,P00797
D161900,P54289
D161900,P16109
D161900,P25098
D161900,P04275
D161900,Q7RTV2
D161900,P05121
D161900,Q16720
D161900,P41595
D161900,P13498
D161900,P04083
D161900,P80365
D161900,P51800
D161900,P00738
D161900,P08217
D161900,P48735
D161900,P30411
D161900,P02647
D161900,P19875
D161900,P20020
D161900,P01100
D161900,P07203
D161900,P01229
D161900,Q15311
D161900,Q5JWF2
D161900,P11597
D161900,P35869
D161900,P04839
D161900,Q01718
D161900,P16671
D161900,P02751
D161900,P01160
D161900,P12821
D161900,P42345
D161900,P01579
D161900,P16050
D161900,Q16690
D161900,P19320
D161900,Q96J92
D161900,P42892
D161900,P02788
D161900,P55089
D161900,P14780
D161900,O95622
D161900,P35212
D161900,P29474
D161900,P06280
D161900,P35228
D161900,Q03135
D161900,P16520
D161900,P54710
D161900,P25025
D161900,P04637
D161900,Q15599
D161900,P25101
D161900,P41159
D161900,P04150
D161900,P02461
D161900,P51168
D161900,P06858
D161900,Q9NZ08
D161900,P37231
D161900,P50993
D161900,O14920
D161900,Q9Y639
D161900,P11473
D161900,P0CG29
D161900,P20396
D161900,Q6UW15
D161900,P02775
D161900,P48506
D161900,P36383
D161900,P48048
D161900,P23975
D161900,P01588
D161900,P02452
D161900,P55011
D161900,P02741
D161900,P00747
D161900,P01275
D161900,P00748
D161900,P37088
D161900,P08294
D161900,P17302
D161900,P14416
D161900,Q07973
D161900,P01189
D161900,P04179
D161900,P60484
D161900,P16066
D161900,P00750
D161900,Q9UL62
D161900,P18031
D161900,Q05655
D161900,P43220
D161900,P09601
D161900,P01185
D161900,P01584
D161900,P09493
D161900,Q13507
D161900,Q9Y210
D161900,P00441
D161900,P10415
D161900,P50052
D161900,P21980
D161900,Q16558
D161900,O95399
D161900,P51170
D161900,P36382
D161900,Q16665
D161900,Q96N87
D161900,P41220
D161900,P29279
D161900,P01137
D161900,P01148
D161900,P19801
D161900,P55017
D161900,P25103
D161900,P05362
D161900,P15502
D161900,P28845
D161900,P55851
D161900,P01033
D161900,P07101
D161900,P30793
D161900,P10275
D161900,P35520
D161900,P01178
D161900,P49841
D161900,P04070
D161900,O00206
D161900,P13500
D161900,P05019
D161900,Q9BXR6
D161900,P05023
D161900,P01563
D161900,P06870
D161900,P30711
D161900,P01308
D164230,P17481
D164230,P32239
D164230,P28221
D164230,P28223
D164230,P31645
D164230,O94991
D165150,Q96RK0
D165150,P15328
D165150,P55263
D165150,P49802
D165150,P39060
D165150,O15305
D165150,Q8NG48
D165150,P11166
D165150,Q9HC96
D165150,Q3T8J9
D165150,Q96L73
D165150,Q96PE3
D165150,P49961
D165150,Q8N3C0
D165150,P06881
D165150,P20248
D165150,Q8NF50
D165150,Q8WWQ0
D165150,P25054
D165150,P09874
D165150,Q14353
D165150,Q9BTW9
D165150,P55316
D165150,P01282
D165150,Q7Z3B3
D165150,Q969H4
D165150,P35498
D165150,P41229
D165150,P24534
D165150,Q16695
D165150,O00189
D165150,Q9UKM7
D165150,Q9UPX8
D165150,Q7Z5J4
D165150,Q13608
D165150,Q8WVM7
D165150,O00533
D165150,Q9BR61
D165150,O43295
D165150,P25391
D165150,Q06413
D165150,P35219
D165150,Q9NUA8
D165150,Q9H8P0
D165150,Q9NRI5
D165150,Q8IWZ6
D165150,Q5HYK3
D165150,P51608
D165150,O15431
D165150,Q96NR3
D165150,P43146
D165150,Q7Z6L0
D165150,Q9NXH9
D165150,Q6NZY4
D165150,Q9ULB1
D165150,P26367
D165150,Q8TF50
D165150,Q6NXR4
D165150,Q9UM00
D165150,Q15526
D165150,Q9BXJ9
D165150,O00330
D165150,P25490
D165150,Q9Y6X0
D165150,Q96DA2
D165150,Q13224
D165150,Q5MNZ6
D165150,Q7Z6J9
D165150,Q5JWF2
D165150,O15118
D165150,Q9NW08
D165150,O43497
D165150,P18089
D165150,Q96ST3
D165150,Q2M1P5
D165150,P23560
D165150,P06865
D165150,Q9Y5W7
D165150,P56524
D165150,Q99986
D165150,P23508
D165150,Q96N76
D165150,Q9Y6K1
D165150,P34130
D165150,P50553
D165150,O43379
D165150,Q9UPM8
D165150,Q99622
D165150,Q96PV0
D165150,Q9BQP7
D165150,Q96KN2
D165150,Q8N8R7
D165150,Q06787
D165150,Q86XA0
D165150,P16389
D165150,O75569
D165150,Q86UB9
D165150,Q6UXH8
D165150,Q9BY49
D165150,Q9BX79
D165150,Q9UBW7
D165150,Q5TBA9
D165150,Q8N806
D165150,Q8NA29
D165150,P60484
D165150,Q9NRR6
D165150,Q9HCK8
D165150,P49327
D165150,Q9UQD0
D165150,Q71F56
D165150,Q14204
D165150,P52848
D165150,P21802
D165150,P21359
D165150,O15054
D165150,Q6U841
D165150,O94905
D165150,P54802
D165150,O95202
D165150,Q9H9P8
D165150,O75845
D165150,O75398
D165150,Q9BYI3
D165150,P51649
D165150,Q6P1X5
D165150,Q96EK5
D165150,Q12967
D165150,Q4G0J3
D165150,Q9BY12
D165150,P05129
D165150,P62805
D165150,P07101
D165150,Q9BSV6
D165150,P42575
D165150,Q8N157
D165150,Q6IA86
D165150,P29375
D165150,Q8NCE0
D165150,Q3YEC7
D165199,O95140
D165199,P51812
D165199,P20783
D165199,Q9Y296
D165199,Q8IVM0
D165199,P13942
D165199,Q9UJQ4
D165199,Q07817
D165199,P49336
D165199,Q9NZW4
D165199,Q9NY47
D165199,Q8TDI8
D165199,Q8WTS1
D165199,Q8TF64
D165199,A8MXD5
D165199,Q99697
D165199,P22607
D165199,Q9BTW9
D165199,Q10571
D165199,Q9UKN7
D165199,Q99502
D165199,P63261
D165199,O43405
D165199,Q9BRB3
D165199,Q8N2K0
D165199,P57727
D165199,Q14894
D165199,P29400
D165199,Q8WXG9
D165199,P02649
D165199,O75443
D165199,Q8N3U4
D165199,Q9H251
D165199,O76024
D165199,Q14493
D165199,Q9P202
D165199,Q8WZ55
D165199,Q96AG3
D165199,Q8NDX2
D165199,O95452
D165199,O15360
D165199,P26358
D165199,Q12951
D165199,Q8TE12
D165199,Q9P2D1
D165199,Q9UDY2
D165199,O95500
D165199,P35237
D165199,Q7RTW8
D165199,O00429
D165199,O15287
D165199,Q8NEV4
D165199,P29033
D165199,Q96QU1
D165199,O75712
D165199,O75445
D165199,Q8NEW7
D165199,Q9NVI7
D165199,Q9UHP9
D165199,Q9HC10
D165199,Q8TCS8
D165199,Q8IVV2
D165199,O95677
D165199,O60443
D165199,Q15475
D165199,Q0ZLH3
D165199,O00400
D165199,O75838
D165199,P49335
D165199,Q96E66
D165199,O60610
D165199,Q9HAN9
D165199,Q8N4S9
D165199,Q92834
D165199,Q8N5K1
D165199,A1X283
D165199,P00441
D165199,P58743
D165199,P51659
D165199,Q4KMQ1
D165199,O60220
D165199,Q13402
D165199,Q9NR28
D165199,Q8IXL7
D165199,Q86SU0
D165199,P43251
D165199,Q12948
D165199,Q03468
D165199,Q9H2D6
D165199,P42224
D165199,P15848
D165199,O95718
D165199,Q00597
D165199,P15313
D165199,Q495M9
D165199,P58418
D165199,Q9BZD2
D165199,P60891
D165199,Q6ISB3
D165199,P11487
D165199,P35241
D165199,O00206
D165199,O43511
D165199,O75489
D165199,Q9UBC5
D165199,Q9Y6N9
D165720,Q8WUM4
D165720,P80162
D165720,P22004
D165720,P42765
D165720,P20618
D165720,Q9C040
D165720,P08123
D165720,P48307
D165720,P11166
D165720,Q96D15
D165720,Q9UKX3
D165720,Q15109
D165720,P20264
D165720,P04406
D165720,Q12765
D165720,P06881
D165720,Q8IZP9
D165720,P16444
D165720,P02792
D165720,P13639
D165720,P30153
D165720,P13637
D165720,P13804
D165720,Q13326
D165720,P40939
D165720,Q16891
D165720,O00299
D165720,P02458
D165720,P27348
D165720,P43235
D165720,P36222
D165720,Q16881
D165720,Q9Y696
D165720,O94788
D165720,Q9Y2Q3
D165720,P21399
D165720,Q15436
D165720,P31040
D165720,Q9NS15
D165720,O00217
D165720,P48735
D165720,O43854
D165720,P19875
D165720,P13797
D165720,P22392
D165720,Q16555
D165720,P07339
D165720,P51178
D165720,O00560
D165720,Q9HBA0
D165720,P10909
D165720,O00571
D165720,P08670
D165720,Q13950
D165720,P26447
D165720,P50213
D165720,P26038
D165720,P52895
D165720,P62826
D165720,O76093
D165720,P37231
D165720,Q9UN19
D165720,Q14764
D165720,P21281
D165720,P27144
D165720,P49821
D165720,P15311
D165720,P06733
D165720,O60313
D165720,P08559
D165720,Q04828
D165720,P12644
D165720,P04179
D165720,Q96AB3
D165720,Q92765
D165720,Q8IVL6
D165720,P01584
D165720,P84022
D165720,P21980
D165720,P12110
D165720,P45880
D165720,O95150
D165720,P43026
D165720,P10768
D165720,P60709
D165720,P49747
D165720,P01137
D165720,Q9BXN1
D165720,O94925
D165720,Q12931
D165720,O15232
D165720,O00469
D165720,Q6NVY1
D166300,P31270
D166300,P50539
D166300,Q9BZE0
D166300,P35368
D166300,P09919
D166300,P35354
D166300,P01019
D166300,P05305
D166300,Q96D42
D166300,P38936
D166300,Q9NWX6
D166300,P01133
D166300,P10632
D166300,P48357
D166300,Q7Z4L5
D166300,Q92824
D166300,P09874
D166300,Q07869
D166300,P30556
D166300,P82251
D166300,P09211
D166300,P22736
D166300,P02753
D166300,P13716
D166300,Q9ULZ3
D166300,Q9NPC8
D166300,O15244
D166300,P17405
D166300,P09486
D166300,Q9H4A3
D166300,Q68CZ1
D166300,P29466
D166300,P50440
D166300,P01034
D166300,P02768
D166300,P09038
D166300,P07911
D166300,Q7L1I2
D166300,P00797
D166300,Q9NSU2
D166300,Q15493
D166300,Q16619
D166300,P04083
D166300,P56705
D166300,Q7LG56
D166300,Q9UEF7
D166300,P15559
D166300,P04839
D166300,P07339
D166300,P12821
D166300,O95294
D166300,P10909
D166300,P20815
D166300,P10451
D166300,P61769
D166300,P35228
D166300,P98164
D166300,Q9Y5Q3
D166300,Q9HBG6
D166300,P02671
D166300,P80188
D166300,Q16236
D166300,P05937
D166300,P01588
D166300,O14746
D166300,P18510
D166300,P01189
D166300,Q9H8M5
D166300,P04179
D166300,P16066
D166300,P31277
D166300,P47944
D166300,P05549
D166300,P62736
D166300,P25106
D166300,Q07654
D166300,P01137
D166300,Q96FL8
D166300,P55017
D166300,O60500
D166300,P42898
D166300,P15090
D166300,Q86SG6
D166300,P05164
D166300,P05019
D166300,O95760
D166710,P02788
D166710,P04040
D166710,P08567
D166710,P01584
D166710,P30048
D166710,O95622
D166710,P00491
D166710,P43304
D166710,P18206
D166710,P31939
D166710,Q01081
D166710,P05231
D166710,P14618
D166710,Q96AH8
D166710,P02675
D166710,O00625
D166710,P00797
D166710,P55809
D166710,Q86T65
D166710,P08123
D166710,P28066
D166710,Q15404
D166710,P25787
D166710,Q99685
D166710,O75197
D166710,P68363
D166710,O75083
D166710,P04406
D166710,P58335
D166710,P11511
D166710,P01137
D166710,Q9Y625
D166710,P78371
D166710,P30988
D166710,P00918
D166710,P02671
D166710,P01270
D166710,P11473
D166710,P04628
D166710,P50479
D166710,Q99497
D166710,P48735
D166710,O14788
D166710,Q01518
D166710,P67936
D166710,Q8IUH4
D166710,P02452
D166710,P06733
D166710,P06396
D166710,O95336
D166710,P07203
D166710,Q9Y490
D166710,Q5T7V8
D166710,O00300
D166710,P07355
D166710,Q9UEF7
D166710,Q9Y240
D166710,P01375
D166710,P63261
D166710,Q07973
D166710,P01189
D166710,P60174
D166710,P07237
D166710,P04179
D166710,P08887
D166710,Q9UQL6
D166760,A8K2U0
D166760,Q5TD94
D167320,P09603
D167320,Q8TB24
D167320,Q96CV9
D167320,Q9H295
D167320,Q92621
D167320,P29590
D167320,Q9Y6Q6
D167320,Q8N1G0
D167320,P22626
D167320,Q13501
D167320,P09651
D167320,P55072
D168100,Q96QK1
D168100,P62750
D168100,Q30201
D168100,P06734
D168100,P40199
D168100,Q8NBI3
D168100,P39905
D168100,Q9NS39
D168100,P06213
D168100,Q13330
D168100,P05305
D168100,Q5S007
D168100,Q8TDB8
D168100,P27338
D168100,P05181
D168100,Q10588
D168100,Q99497
D168100,O14976
D168100,Q9UBK2
D168100,P09211
D168100,P01375
D168100,Q02878
D168100,P20711
D168100,Q9BXM7
D168100,O95988
D168100,P48050
D168100,Q92692
D168100,P05231
D168100,O15217
D168100,P01344
D168100,Q9NQ11
D168100,P29475
D168100,Q30154
D168100,Q14993
D168100,P00450
D168100,Q6XR72
D168100,P38646
D168100,P21397
D168100,Q05940
D168100,Q86XI2
D168100,P14210
D168100,P07203
D168100,P50914
D168100,O00429
D168100,P11717
D168100,P15559
D168100,P10636
D168100,P23560
D168100,P09104
D168100,P09467
D168100,P02675
D168100,P37837
D168100,Q9NX09
D168100,O94759
D168100,P0DMV9
D168100,Q9UHC6
D168100,P10635
D168100,P14136
D168100,P08069
D168100,P11137
D168100,P62241
D168100,P14416
D168100,P04179
D168100,Q96A57
D168100,P20916
D168100,P09601
D168100,P01903
D168100,P69891
D168100,P00441
D168100,Q99683
D168100,P09488
D168100,P55008
D168100,P37840
D168100,P21728
D168100,P08183
D168100,P42898
D168100,P04062
D168100,P07101
D168100,P01138
D168100,Q9UL15
D168100,O60260
D168100,Q01959
D168100,P01308
D168600,Q96QK1
D168600,P62750
D168600,Q9Y6H5
D168600,Q30201
D168600,P06734
D168600,P40199
D168600,Q8NBI3
D168600,P49448
D168600,P39905
D168600,P00326
D168600,Q9NS39
D168600,P06213
D168600,Q13330
D168600,P05305
D168600,Q5S007
D168600,Q8TDB8
D168600,P27338
D168600,P05181
D168600,Q10588
D168600,Q99497
D168600,O14976
D168600,Q9UBK2
D168600,P09211
D168600,P01375
D168600,Q02878
D168600,P20711
D168600,Q9BXM7
D168600,O95988
D168600,P48050
D168600,Q92692
D168600,P05231
D168600,O15217
D168600,P01344
D168600,Q9NQ11
D168600,P29475
D168600,Q30154
D168600,Q14993
D168600,P00450
D168600,Q6XR72
D168600,P43354
D168600,P38646
D168600,P21397
D168600,Q05940
D168600,Q86XI2
D168600,P14210
D168600,P07203
D168600,P50914
D168600,O00429
D168600,P11717
D168600,P15559
D168600,P10636
D168600,P23560
D168600,P09104
D168600,P09467
D168600,P02675
D168600,P37837
D168600,Q9NX09
D168600,O94759
D168600,P0DMV9
D168600,P20226
D168600,Q9UHC6
D168600,P10635
D168600,P14136
D168600,P08069
D168600,P11137
D168600,P62241
D168600,O75165
D168600,P14416
D168600,P04179
D168600,Q96A57
D168600,P20916
D168600,P09601
D168600,P01903
D168600,P69891
D168600,P00441
D168600,Q99683
D168600,P09488
D168600,P55008
D168600,P37840
D168600,P21728
D168600,P08183
D168600,P42898
D168600,P04062
D168600,P07101
D168600,P01138
D168600,Q9UL15
D168600,O60260
D168600,Q99700
D168600,Q01959
D168600,P01308
D171300,O14521
D171300,P21359
D171300,O60333
D171300,P09172
D171300,P40337
D171300,O75204
D171300,P39905
D171300,P21912
D171300,P10645
D171300,P04637
D171300,P27338
D171300,Q99643
D171300,P21397
D171300,Q9GZT9
D171300,P07101
D171300,P61244
D171300,P21964
D171300,P07949
D171300,P20711
D173200,Q9BXL6
D174800,Q5JWF2
D175100,Q14624
D175100,P78549
D175100,P12259
D175100,P23508
D175100,Q9UIF7
D175100,P20585
D175100,P35354
D175100,P02750
D175100,P31749
D175100,P25054
D175100,P31513
D175100,O43174
D175100,P04179
D175100,P16070
D175100,P00533
D175100,O60565
D175100,P02766
D175505,Q14624
D175505,P78549
D175505,P12259
D175505,P23508
D175505,Q9UIF7
D175505,P20585
D175505,P35354
D175505,P02750
D175505,P31749
D175505,P25054
D175505,P31513
D175505,O43174
D175505,P04179
D175505,P16070
D175505,P00533
D175505,O60565
D175505,P02766
D175510,P03372
D175510,Q8N474
D175510,Q9H1J7
D175510,P49815
D175510,P08476
D175510,Q14526
D175510,P84022
D176807,Q15828
D176807,P19440
D176807,P14061
D176807,Q15262
D176807,Q9UJA9
D176807,P42338
D176807,Q9BZK7
D176807,Q96RU2
D176807,Q9NVW2
D176807,P31749
D176807,O00592
D176807,Q6N021
D176807,P54855
D176807,P63151
D176807,O14686
D176807,Q14435
D176807,P01116
D176807,P41161
D176807,P62913
D176807,P40763
D176807,Q9BQE4
D176807,Q9NQU5
D176807,Q6ZP98
D176807,Q9H3R1
D176807,P33260
D176807,P24385
D176807,Q8WWH4
D176807,P04632
D176807,P07288
D176807,Q92934
D176807,P40189
D176807,P05231
D176807,Q9UKQ2
D176807,Q16678
D176807,Q15811
D176807,O95049
D176807,O96017
D176807,P18440
D176807,P18146
D176807,O15527
D176807,P51636
D176807,Q9NY26
D176807,Q8TC71
D176807,Q8NEU8
D176807,Q92731
D176807,P16152
D176807,P10145
D176807,P27695
D176807,Q15041
D176807,P02818
D176807,Q9UQ10
D176807,P26367
D176807,P56705
D176807,P21266
D176807,P22303
D176807,Q92794
D176807,Q96NT3
D176807,Q05516
D176807,Q13618
D176807,Q15311
D176807,P12272
D176807,Q8IVH2
D176807,P11717
D176807,Q9Y5Y6
D176807,P01160
D176807,Q9UJM8
D176807,P82970
D176807,O75795
D176807,Q9H173
D176807,Q9NZR2
D176807,P10909
D176807,P20815
D176807,P61769
D176807,Q9UBB5
D176807,O75533
D176807,P50548
D176807,Q9NVI7
D176807,Q13641
D176807,P08670
D176807,P04920
D176807,Q04609
D176807,P24390
D176807,Q9UIF9
D176807,P14060
D176807,P41159
D176807,P04156
D176807,P04150
D176807,P30279
D176807,P78417
D176807,Q13535
D176807,P28289
D176807,P54849
D176807,P80303
D176807,P54821
D176807,Q16651
D176807,O15439
D176807,P48595
D176807,Q9ULV3
D176807,P35568
D176807,P51587
D176807,O00329
D176807,O14746
D176807,Q9Y365
D176807,Q03518
D176807,P55011
D176807,Q9UBQ7
D176807,Q687X5
D176807,O75342
D176807,Q9UBX5
D176807,Q9HB55
D176807,Q15047
D176807,P20151
D176807,Q00987
D176807,Q9UBC3
D176807,Q9Y2S2
D176807,P04090
D176807,Q14849
D176807,O75364
D176807,P07099
D176807,Q99727
D176807,P10415
D176807,O75131
D176807,P58753
D176807,P30101
D176807,Q12948
D176807,P35222
D176807,Q02535
D176807,P08238
D176807,P05362
D176807,P20585
D176807,Q13217
D176807,Q15011
D176807,Q969G6
D176807,P62805
D176807,P22352
D176807,O14980
D176807,Q8N4S7
D176807,P16949
D176807,P11308
D176807,P08651
D176807,P55327
D176807,P55317
D176807,O43511
D176807,O60602
D176807,Q9BZA8
D176807,P13716
D176807,P57054
D176807,Q7L2E3
D176807,P51946
D176807,Q9BTA9
D176807,Q92633
D176807,P50539
D176807,P55916
D176807,P26583
D176807,P09525
D176807,Q96IZ0
D176807,P11388
D176807,Q16890
D176807,O60763
D176807,O14633
D176807,P47974
D176807,Q9HCK4
D176807,Q68DV7
D176807,P48431
D176807,Q9H4M3
D176807,P11245
D176807,P25054
D176807,P54852
D176807,P42702
D176807,Q96CS3
D176807,P09211
D176807,Q05823
D176807,P18074
D176807,Q08426
D176807,P01112
D176807,P05093
D176807,P78540
D176807,Q5VT52
D176807,P08575
D176807,Q15596
D176807,P55289
D176807,Q13113
D176807,Q92692
D176807,P63218
D176807,P20062
D176807,Q8NDI1
D176807,Q14643
D176807,P11047
D176807,Q8NEZ4
D176807,O75175
D176807,Q9NYT0
D176807,P05121
D176807,O94788
D176807,Q96RR4
D176807,Q9NZC4
D176807,Q14451
D176807,O00744
D176807,O14497
D176807,Q99988
D176807,P25940
D176807,P17342
D176807,P55072
D176807,Q14118
D176807,P15559
D176807,Q9UHK6
D176807,P25311
D176807,P07339
D176807,P12524
D176807,P12821
D176807,P32119
D176807,O60488
D176807,P09917
D176807,O75363
D176807,O75874
D176807,P14780
D176807,P17987
D176807,P23142
D176807,P08684
D176807,Q8NEC7
D176807,Q03135
D176807,Q96KA5
D176807,Q9NZM3
D176807,Q9UJ70
D176807,P38398
D176807,O95409
D176807,Q9NSI5
D176807,P02511
D176807,P58335
D176807,O15372
D176807,P14174
D176807,Q8N1B4
D176807,Q14152
D176807,Q9BQG0
D176807,Q03164
D176807,O75956
D176807,O75509
D176807,P39059
D176807,P17302
D176807,P60022
D176807,O60437
D176807,O43653
D176807,P21964
D176807,P04179
D176807,P60484
D176807,P36955
D176807,P04818
D176807,P05106
D176807,P35670
D176807,P50549
D176807,P55318
D176807,Q8NEV9
D176807,Q8N5M4
D176807,Q96GV9
D176807,O60934
D176807,P78423
D176807,Q13443
D176807,Q12873
D176807,P00749
D176807,P42330
D176807,Q9NQC1
D176807,Q86XS8
D176807,P05981
D176807,Q9BQ52
D176807,Q03405
D176807,P11511
D176807,P09488
D176807,P30550
D176807,Q8TEY5
D176807,P39019
D176807,Q92911
D176807,P11509
D176807,P08118
D176807,Q9UIS9
D176807,Q16270
D176807,Q14703
D176807,P10275
D176807,P03372
D176807,P49841
D176807,P34096
D176807,Q76FK4
D176807,P20645
D176807,Q6BEB4
D176807,O00206
D176807,Q9Y337
D176807,P82094
D176807,P07237
D176807,P05019
D176807,P43308
D176807,Q92560
D176807,Q9H4L7
D176807,O76080
D176807,O75674
D176807,P22301
D176807,Q8IWU2
D176807,P04798
D176807,P21926
D176807,P24592
D176807,P18075
D176807,P08473
D176807,O15551
D176807,Q9P0J1
D176807,Q16385
D176807,P43268
D176807,P30050
D176807,P55201
D176807,Q9NNW7
D176807,P38936
D176807,Q8WWQ8
D176807,Q9GZR1
D176807,P01133
D176807,O15392
D176807,Q9NWZ3
D176807,Q12774
D176807,P05181
D176807,P06400
D176807,O14681
D176807,Q7Z4W1
D176807,Q5T2W1
D176807,P35680
D176807,P27986
D176807,P15692
D176807,P42336
D176807,Q14116
D176807,P28370
D176807,Q9Y3E5
D176807,Q13315
D176807,P09874
D176807,Q93009
D176807,Q9BUD6
D176807,P12830
D176807,Q07869
D176807,P50225
D176807,Q9Y6Q9
D176807,Q9UPY6
D176807,P46527
D176807,Q07812
D176807,Q9UP79
D176807,P16422
D176807,O95319
D176807,Q9HC78
D176807,Q9UBK9
D176807,Q9P016
D176807,P21757
D176807,Q8NI08
D176807,P18847
D176807,Q58WW2
D176807,Q8NFM7
D176807,P19525
D176807,Q13439
D176807,O15550
D176807,Q8NBS9
D176807,Q14202
D176807,Q01081
D176807,P24557
D176807,Q86VZ6
D176807,Q06520
D176807,Q9BYX2
D176807,Q6P499
D176807,Q8NAC3
D176807,O60674
D176807,Q9H222
D176807,O60281
D176807,P10912
D176807,P04083
